"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","District"
"16",1980-01-14,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"17",1980-01-15,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"18",1980-01-16,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"19",1980-01-17,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"20",1980-01-18,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"21",1980-01-19,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"22",1980-01-20,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"23",1980-01-21,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"24",1980-01-22,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"25",1980-01-23,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"26",1980-01-24,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"27",1980-01-25,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"28",1980-01-26,"Sat","bomb-nd","PIRA","government","train","defuse large bomb on Belfast-Dublin train","UK/Northern Ireland","Newry","Irish unity",NA,NA,3,0,0,0,"N",8,0,0,102701,"Reuters","26/01/1980",NA,"Newry & Mourne"
"29",1980-01-26,"Sat","attack","PIRA","government","troops","ambush UK troops from catholic house, family held hostage","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",8,2,1,102701,"Reuters","26/01/1980",NA,"Belfast"
"30",1980-01-26,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"31",1980-01-27,"Sun","demonstration","Sinn Fein","government",NA,"protest Bloody Sunday; clash with National Front","UK/Northern Ireland","Belfast","repression","30/01/1972",NA,1500,8,3,0,"Y",301,1,0,102701,"Reuters","27/01/1980",NA,"Belfast"
"32",1980-01-27,"Sun","demonstration","National Front","Sinn Fein","police","attack Sinn Fein marchers; police separate","UK/Northern Ireland","Belfast","UK unity",NA,NA,350,9,0,0,"Y",301,0,0,3001,"Reuters","27/01/1980",NA,"Belfast"
"33",1980-01-27,"Sun","demonstration","Sinn Fein","government","troops","protest Bloody Sunday; throw stones at troops","UK/Northern Ireland","Derry","repression","30/01/1972",NA,3000,0,0,0,"Y",301,0,0,102701,"Reuters","27/01/1980",NA,"Derry"
"34",1980-01-27,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"35",1980-01-28,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"36",1980-01-29,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"37",1980-01-30,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"38",1980-01-31,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"39",1980-02-01,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"40",1980-02-02,"Sat","attack","PIRA","UDR",NA,"2 gunmen shoot & kill man walking home","UK/Northern Ireland","Belfast","Irish Unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","03/02/1980",NA,"Belfast"
"41",1980-02-02,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"42",1980-02-03,"Sun","attack","PIRA","UDR",NA,"UDR member machine-gunned in parking lot","UK/Northern Ireland","Lisnakea","Irish Unity",NA,NA,3,0,0,0,"Y",1,1,0,102701,"Reuters","03/02/1980",NA,NA
"43",1980-02-03,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"44",1980-02-04,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"45",1980-02-05,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"46",1980-02-06,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"47",1980-02-07,"Thu","fight","women prisoners","government","prison","guards find IRA uniforms, clash with prisoners","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,31,0,3,0,"N",301,0,0,102701,"Reuters","11/02/1980",NA,"Armagh"
"48",1980-02-07,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"49",1980-02-08,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"50",1980-02-09,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"51",1980-02-10,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"52",1980-02-11,"Mon","civil disobedience","women prisoners","government","prison","throw feces & trash out windows against guard brutality","UK/Northern Ireland","Belfast","prison conditions",NA,NA,31,0,0,0,"Y",301,0,0,102701,"Reuters","11/02/1980",NA,"Belfast"
"53",1980-02-11,"Mon","civil disobedience","women prisoners","government","prison","refuse to wash in response to repression","UK/Northern Ireland","Armaugh","repression",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","11/02/1980",NA,"Armagh"
"54",1980-02-11,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"55",1980-02-12,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"56",1980-02-12,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"57",1980-02-13,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"58",1980-02-13,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"59",1980-02-14,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"60",1980-02-14,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"61",1980-02-15,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"62",1980-02-15,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"63",1980-02-16,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA,"Belfast"
"64",1980-02-16,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"65",1980-02-17,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"66",1980-02-17,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"67",1980-02-18,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"68",1980-02-18,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"69",1980-02-19,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"70",1980-02-19,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"71",1980-02-20,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"72",1980-02-20,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"73",1980-02-21,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"74",1980-02-21,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"75",1980-02-22,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"76",1980-02-22,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"77",1980-02-23,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"78",1980-02-23,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"79",1980-02-24,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"80",1980-02-24,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"81",1980-02-25,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"82",1980-02-25,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"83",1980-02-26,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"84",1980-02-26,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"85",1980-02-27,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"86",1980-02-27,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"87",1980-02-28,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"88",1980-02-28,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"89",1980-02-29,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"90",1980-02-29,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"91",1980-03-01,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"92",1980-03-01,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"93",1980-03-02,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"94",1980-03-02,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"95",1980-03-03,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"96",1980-03-03,"Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"97",1980-03-04,"Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"98",1980-03-04,"Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"99",1980-03-05,"Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"100",1980-03-05,"Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"101",1980-03-06,"Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"102",1980-03-06,"Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"103",1980-03-07,"Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"104",1980-03-07,"Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"105",1980-03-08,"Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"106",1980-03-08,"Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"107",1980-03-09,"Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
"108",1980-03-09,"Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA,"Armagh"
"109",1980-03-10,"Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA,"Belfast"
