"","Date","Day","Action","Protester","State/target","Agent","Event","Country","Location","Issue","Link date","Time","# Protesters","Arrests","Injuries...15","Deaths","Prop. Damage","# State","Injuries...19","State killed","OSD","Source","Story date","No event found"
"18","16/01/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"19","17/01/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"20","18/01/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"21","19/01/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"22","20/01/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"23","21/01/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"24","22/01/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"25","23/01/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"26","24/01/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"27","25/01/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"28","26/01/1980","Sat","bomb-nd","PIRA","government","train","defuse large bomb on Belfast-Dublin train","UK/Northern Ireland","Newry","Irish unity",NA,NA,3,0,0,0,"N",8,0,0,102701,"Reuters","26/01/1980",NA
"29","26/01/1980","Sat","attack","PIRA","government","troops","ambush UK troops from catholic house, family held hostage","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",8,2,1,102701,"Reuters","26/01/1980",NA
"30","26/01/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"31","27/01/1980","Sun","demonstration","Sinn Fein","government",NA,"protest Bloody Sunday; clash with National Front","UK/Northern Ireland","Belfast","repression","30/01/1972",NA,1500,8,3,0,"Y",301,1,0,102701,"Reuters","27/01/1980",NA
"32","27/01/1980","Sun","demonstration","National Front","Sinn Fein","police","attack Sinn Fein marchers; police separate","UK/Northern Ireland","Belfast","UK unity",NA,NA,350,9,0,0,"Y",301,0,0,3001,"Reuters","27/01/1980",NA
"33","27/01/1980","Sun","demonstration","Sinn Fein","government","troops","protest Bloody Sunday; throw stones at troops","UK/Northern Ireland","Derry","repression","30/01/1972",NA,3000,0,0,0,"Y",301,0,0,102701,"Reuters","27/01/1980",NA
"34","27/01/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"35","28/01/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"36","29/01/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"37","30/01/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"38","31/01/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"39","01/02/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"40","02/02/1980","Sat","attack","PIRA","UDR",NA,"2 gunmen shoot & kill man walking home","UK/Northern Ireland","Belfast","Irish Unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","03/02/1980",NA
"41","02/02/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"42","03/02/1980","Sun","attack","PIRA","UDR",NA,"UDR member machine-gunned in parking lot","UK/Northern Ireland","Lisnakea","Irish Unity",NA,NA,3,0,0,0,"Y",1,1,0,102701,"Reuters","03/02/1980",NA
"43","03/02/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"44","04/02/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"45","05/02/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"46","06/02/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"47","07/02/1980","Thu","fight","women prisoners","government","prison","guards find IRA uniforms, clash with prisoners","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,31,0,3,0,"N",301,0,0,102701,"Reuters","11/02/1980",NA
"48","07/02/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"49","08/02/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"50","09/02/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"51","10/02/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"52","11/02/1980","Mon","civil disobedience","women prisoners","government","prison","throw feces & trash out windows against guard brutality","UK/Northern Ireland","Belfast","prison conditions",NA,NA,31,0,0,0,"Y",301,0,0,102701,"Reuters","11/02/1980",NA
"53","11/02/1980","Mon","civil disobedience","women prisoners","government","prison","refuse to wash in response to repression","UK/Northern Ireland","Armaugh","repression",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","11/02/1980",NA
"54","11/02/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"55","12/02/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"56","12/02/1980","Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"57","13/02/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"58","13/02/1980","Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"59","14/02/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"60","14/02/1980","Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"61","15/02/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"62","15/02/1980","Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"63","16/02/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Economist","16/02/1980",NA
"64","16/02/1980","Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"65","17/02/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"66","17/02/1980","Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"67","18/02/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"68","18/02/1980","Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"69","19/02/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"70","19/02/1980","Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"71","20/02/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"72","20/02/1980","Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"73","21/02/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"74","21/02/1980","Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"75","22/02/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"76","22/02/1980","Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"77","23/02/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"78","23/02/1980","Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"79","24/02/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"80","24/02/1980","Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"81","25/02/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"82","25/02/1980","Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"83","26/02/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"84","26/02/1980","Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"85","27/02/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"86","27/02/1980","Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"87","28/02/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"88","28/02/1980","Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"89","29/02/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"90","29/02/1980","Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"91","01/03/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"92","01/03/1980","Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"93","02/03/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"94","02/03/1980","Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"95","03/03/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"96","03/03/1980","Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"97","04/03/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"98","04/03/1980","Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"99","05/03/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"100","05/03/1980","Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"101","06/03/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"102","06/03/1980","Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"103","07/03/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"104","07/03/1980","Fri","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"105","08/03/1980","Sat","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"106","08/03/1980","Sat","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"107","09/03/1980","Sun","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"108","09/03/1980","Sun","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"109","10/03/1980","Mon","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"110","10/03/1980","Mon","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"111","11/03/1980","Tue","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"112","11/03/1980","Tue","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"113","12/03/1980","Wed","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"114","12/03/1980","Wed","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"115","13/03/1980","Thu","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
"116","13/03/1980","Thu","civil disobedience","women prisoners","government","prison","dirty protest for political status","UK/Northern Ireland","Armaugh","political prisoner status",NA,NA,30,0,0,0,"N",301,0,0,102701,"Reuters","02/03/1981",NA
"117","14/03/1980","Fri","civil disobedience","PIRA","government","prison","prisoners smear walls with feces, refuse to wash for political prisoner status","UK/Northern Ireland","Belfast","political prisoner status",NA,NA,401,0,0,0,"Y",301,0,0,102701,"Reuters","14/08/1980",NA
