"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","District"
"16",1980-04-15,"Tue","bomb-nd","PIRA","firm","hotel","fire-bomb blows up hotel","UK/Northern Ireland","Strabane","Irish unity",NA,NA,3,0,0,0,"Y",301,1,0,102701,"Reuters","15/04/1980",NA,"Strabane"
"17",1980-04-15,"Tue","bomb-nd","PIRA","firm","hotel","car bomb blows up hotel","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,3,0,0,0,"Y",301,1,0,102701,"Reuters","15/04/1980",NA,"Armagh"
"18",1980-04-15,"Tue","bomb-nd","PIRA","firm","hotel","car bomb blows up hotel","UK/Northern Ireland","Lisburn","Irish unity",NA,NA,3,0,0,0,"Y",301,1,0,102701,"Reuters","15/04/1980",NA,"Lisburn"
"19",1980-05-26,"Mon","attack","UFF","government","prison guard","shoot prison guard for alleged brutality","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"Y",1,0,1,350000,"Reuters","31/05/1980",NA,"Belfast"
"20",1980-05-28,"Wed","attack","UFF","government","police","mistakenly shoot policeman","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"Y",1,0,1,350000,"Reuters","31/05/1980",NA,"Belfast"
"21",1980-06-07,"Sat","assassination","PIRA","government","UK troops","shoot dead a locally recruited soldier","UK/Northern Ireland","Tyrone","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","12/06/1980",NA,"Omagh"
"22",1980-06-07,"Sat","attack","PIRA","government","police","wound bomb-disposal officer","UK/Northern Ireland","Tyrone","Irish unity",NA,NA,2,0,0,0,"Y",1,1,0,102701,"Reuters","12/06/1980",NA,"Omagh"
"23",1980-06-08,"Sun","attack","PIRA","government","UK troops","gun battle with troops near Irish border","UK/Northern Ireland","Forkill","Irish unity",NA,NA,31,0,0,0,"Y",31,0,0,102701,"Reuters","12/06/1980",NA,"Newry & Mourne"
"24",1980-06-13,"Fri","assassination","PIRA","government","UDR","gunman shoots dead UDR in hardware store","UK/Northern Ireland","Fermanagh","Irish unity",NA,NA,1,0,0,0,"Y",1,0,1,102701,"Reuters","18/06/1980",NA,"Fermanagh"
"25",1980-07-15,"Tue","robbery","PIRA","firm","banks","gunmen rob banks","Ireland","Roscommon","Irish unity",NA,NA,4,0,0,0,"N",0,0,0,7424,"Reuters","14/10/1980",NA,"TBD"
"26",1980-07-16,"Wed","assassination","PIRA","government","police","shoot dead two policemen","Ireland","Roscommon","Irish unity",NA,NA,4,0,0,0,"Y",2,0,2,7424,"Reuters","14/10/1980",NA,"TBD"
"27",1980-07-16,"Wed","arrest","Dutch journalist","government","police","feminist journalist accused of being PIRA aide","UK/Northern Ireland","Belfast","PIRA aid",NA,NA,1,1,0,0,"N",3,0,0,3001,"Reuters","16/07/1980",NA,"Belfast"
"28",1980-07-25,"Fri","repression","Catholic youth","government","police","police shoot dead 16-year old on the street","UK/Northern Ireland","Belfast","PIRA suspect",NA,NA,1,0,0,1,"Y",8,0,0,605639,"BBC","31/07/1980",NA,"Belfast"
"29",1980-07-26,"Sat","demonstration","Catholics","government","police","protest shooting of 16-year old","UK/Northern Ireland","Belfast","repression","25/07/1980",NA,3001,0,0,0,"N",0,0,0,605639,"BBC","31/07/1980",NA,"Belfast"
"30",1980-07-27,"Sun","demonstration","Catholics","government","police","funeral of 16-year old","UK/Northern Ireland","Belfast","repression","25/07/1980",NA,3001,0,0,0,"N",0,0,0,605639,"BBC","31/07/1980",NA,"Belfast"
"31",1980-08-09,"Sat","bomb-wd","PIRA","government","UK troops","land-mine kills UK soldier","UK/Northern Ireland","Forkill","Irish unity","09/08/1971",NA,3,0,0,0,"Y",1,0,1,102701,"Reuters","09/08/1980",NA,"Newry & Mourne"
"32",1980-08-09,"Sat","demonstration","Sinn Fein","government","police","march on 9th anniversary of arrest without trial","UK/Northern Ireland","Belfast","Irish unity","09/08/1971","18:00-23:00",3001,38,12,2,"Y",301,0,1,102701,"Reuters","09/08/1980",NA,"Belfast"
"33",1980-08-10,"Sun","demonstration","Dutch Ireland Committee","UK","embassy","protest UK troops occupying Northern Ireland","Ireland","Dublin","anti-UK",NA,NA,10,0,0,0,"N",0,0,0,3001,"Reuters","10/08/1980",NA,"TBD"
"34",1980-08-11,"Mon","demonstration","Protestants","Catholics","police","pro-British occupation march","UK/Northern Ireland","Derry","British unity","12/08/1970",NA,15000,0,0,0,"N",301,0,0,350000,"Reuters","12/08/1980",NA,"Derry"
"35",1980-08-11,"Mon","demonstration","Sinn Fein","Protestants","police","protest pro-UK demonstration","UK/Northern Ireland","Derry","Irish unity","12/08/1970",NA,400,0,0,0,"Y",301,0,0,102701,"Reuters","12/08/1980",NA,"Derry"
"36",1980-08-12,"Tue","demonstration","Sinn Fein","government","UK troops","protest UK troop occupation on 10th anniversary","UK/Northern Ireland","Belfast","Irish unity","12/08/1970",NA,1001,0,0,0,"N",301,0,0,102701,"Reuters","12/08/1980",NA,"Belfast"
"37",1980-08-12,"Tue","rally","Sinn Fein","government","UK troops","against UK troops in Northern Ireland; fly Irish flag","UK/Northern Ireland","Belfast","Irish unity","12/08/1970",NA,4001,0,0,0,"N",301,0,0,102701,"Reuters","12/08/1980",NA,"Belfast"
"38",1980-08-15,"Fri","riot","Sinn Fein","government","police","stone police cars & burn buildings","UK/Northern Ireland","Lurgan","Irish unity",NA,NA,101,0,0,0,"Y",101,0,0,102701,"Reuters","15/08/1980",NA,"Craigavon"
"39",1980-08-15,"Fri","demonstration","Sinn Fein","government","police","annual march against UK occupation; throw stones at police","UK/Northern Ireland","Draperstown","Irish unity",NA,NA,1001,0,0,0,"Y",101,23,0,102701,"Reuters","15/08/1980",NA,"Magherafelt"
"40",1980-08-21,"Thu","bomb-nd","Protestant terrorists","Sinn Fein","headquarters","2 youths attach bomb to Sinn Fein headquarters","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"Y",0,0,0,350000,"Reuters","21/08/1980",NA,"Belfast"
"41",1980-08-31,"Sun","hostage-wd","PIRA","government","police","take 2 part-time police hostage","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,4,0,0,0,"N",2,0,0,102701,"Reuters","04/09/1980",NA,"Armagh"
"42",1980-09-01,"Mon","hostage-wd","PIRA","government","police","take 2 part-time police hostage","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,4,0,0,0,"N",2,0,0,102701,"Reuters","04/09/1980",NA,"Armagh"
"43",1980-09-02,"Tue","hostage-wd","PIRA","government","police","take 2 part-time police hostage","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,4,0,0,0,"N",2,0,0,102701,"Reuters","04/09/1980",NA,"Armagh"
"44",1980-09-03,"Wed","hostage-wd","PIRA","government","police","take 2 part-time police hostage","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,4,0,0,0,"N",2,0,0,102701,"Reuters","04/09/1980",NA,"Armagh"
"45",1980-09-04,"Thu","hostage-wd","PIRA","government","police","shoot dead the hostage police","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,4,0,0,0,"N",2,0,2,102701,"Reuters","04/09/1980",NA,"Armagh"
"46",1980-09-24,"Wed","assassination","PIRA","government","police","shoot dead part-time policeman as he leaves work","UK/Northern Ireland","Magheraveely","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","24/09/1980",NA,"Fermanagh"
"47",1980-09-25,"Thu","raid","UVF","government","police","police raid hideouts & gun storage","UK/Northern Ireland","Belfast","terror",NA,NA,0,0,0,0,"N",301,0,0,350000,"Reuters","30/09/1980",NA,"Belfast"
"48",1980-09-26,"Fri","raid","UVF","government","police","police raid hideouts & gun storage","UK/Northern Ireland","Belfast","terror",NA,NA,0,0,0,0,"N",301,0,0,350000,"Reuters","30/09/1980",NA,"Belfast"
"49",1980-09-30,"Tue","assassination","PIRA","government","ambulance driver","shoot dead driver inside hospital","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","30/09/1980",NA,"Belfast"
"50",1980-10-13,"Mon","robbery","PIRA","firm","banks","4 gunmen rob 2 banks simultaneously","Ireland","Callan","Irish unity",NA,NA,4,0,0,0,"N",0,0,0,7424,"Reuters","14/10/1980",NA,"TBD"
"51",1980-10-14,"Tue","assassination","PIRA","government","police","shoot dead detective who stopped bank robbery van","Ireland","Callan","Irish unity",NA,NA,4,0,0,0,"Y",1,0,1,7424,"Reuters","14/10/1980",NA,"TBD"
"52",1980-11-11,"Tue","assassination","PIRA","government","UK troops","gunman shoots dead off-duty UK soldier","UK/Northern Ireland","Belfast","Irish unity",NA,NA,1,0,0,0,"Y",1,0,1,102701,"Reuters","11/11/1980",NA,"Belfast"
"53",1980-11-25,"Tue","attack","PIRA","government","police","3 detectives ambushed; passer-by killed also","UK/Northern Ireland","Strabane","Irish unity",NA,NA,2,0,0,0,"Y",3,0,3,102701,"Reuters","30/12/1980",NA,"Strabane"
"54",1980-12-28,"Sun","assassination","PIRA","government","local troops","part-time soldier shot dead","UK/Northern Ireland","Armagh","Irish unity",NA,"23:30",2,0,0,0,"Y",1,0,1,102701,"Reuters","29/12/1980",NA,"Armagh"
"55",1981-01-15,"Thu","trial","UK troops","government","court","2 soldiers convicted of murdering Catholics in 1973","UK/Northern Ireland","Belfast","anti-Catholic",NA,NA,2,2,0,0,"N",0,0,0,3001,"Reuters","15/01/1981",NA,"Belfast"
"56",1981-01-16,"Fri","arrest","UDA","government","police","arrest 3 gunmen suspected of Devlin shooting","UK/Northern Ireland","Derrylauchan","murder",NA,NA,3,3,0,0,"N",8,0,0,350000,"Reuters","17/01/1981",NA,"Dungannon"
"57",1981-01-16,"Fri","assassination","PIRA","government","UDR","part-time soldier shot dead","UK/Northern Ireland","Warrenpoint Harbor","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Bew & Gillespie","1999",NA,"Down"
"58",1981-01-21,"Wed","trial","UDA","government","court","3 gunmen charged with murder","UK/Northern Ireland","Belfast","murder","16/01/1981",NA,3,3,0,0,"N",0,0,0,350000,"Reuters","21/01/1981",NA,"Belfast"
"59",1981-01-24,"Sat","attack","PIRA","government","UK troops","2 gunmen shoot soldier in the head","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","24/01/1981",NA,"Belfast"
"60",1981-02-07,"Sat","bomb-nd","PIRA","firm","ship","gunmen put crew in life rafts, then blow up ship","UK/Northern Ireland","Lough Foyle","Irish unity",NA,NA,7,0,0,0,"Y",0,0,0,102701,"Reuters","07/02/1981",NA,"Derry"
"61",1981-02-07,"Sat","assassination","INLA","government","police","gunmen shoot dead part-time policeman","UK/Northern Ireland","Belfast","Irish unity",NA,"18:00",2,0,0,0,"Y",1,0,1,102701,"Reuters","08/02/1981",NA,"Belfast"
"62",1981-03-24,"Tue","kneecapping","PIRA","firm","BL car firm","executive shot in support of hunger strikes in Northern Ireland","Ireland","Dublin","Irish unity",NA,NA,2,0,0,0,"Y",0,0,0,7424,"Reuters","24/03/1981",NA,"TBD"
"63",1981-03-25,"Wed","assassination","INLA","government","councilor","city councilor shot dead at home","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","26/03/1981",NA,"Belfast"
"64",1981-03-26,"Thu","vandalism","PIRA","UK","monument","topple statue of Queen Victoria with block & tackle","Ireland","Dublin","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,7424,"Reuters","26/03/1981",NA,"TBD"
"65",1981-04-07,"Tue","assassination","PIRA","government","census worker","woman taking census shot in head by gunman","UK/Northern Ireland","Derry","Irish unity",NA,NA,1,0,0,0,"Y",1,0,1,102701,"Reuters","07/04/1981",NA,"Derry"
"66",1981-04-11,"Sat","deployment","dissidents","government","police","police & troops deployed to keep order","UK/Northern Ireland","Cookstown","Sands's victory","10/04/1981",NA,0,0,0,0,"N",3001,0,0,4e+05,"Reuters","11/04/1981",NA,"Cookstown"
"67",1981-04-15,"Wed","riot","Sinn Fein","government","police","at end of rally, throw Molotov cocktails at police, who fire rubber bullets","UK/Northern Ireland","Derry","Irish unity",NA,"20:30",100,0,0,0,"Y",301,0,0,102701,"Reuters","15/04/1981",NA,"Derry"
"68",1981-04-15,"Wed","riot","Sinn Fein","government","police","snipers attack police as they clash with Molotov bottle throwing youths","UK/Northern Ireland","Belfast","Irish unity",NA,"19:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","15/04/1981",NA,"Belfast"
"69",1981-04-15,"Wed","obstruction","Sinn Fein","government","police","police clear barricade of hijacked cars","UK/Northern Ireland","Dungannon","Irish unity",NA,"19:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","15/04/1981",NA,"Dungannon"
"70",1981-04-16,"Thu","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Derry","Irish unity",NA,"19:00",2000,0,0,0,"Y",301,0,0,102701,"Reuters","18/04/1981",NA,"Derry"
"71",1981-04-16,"Thu","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Belfast","Irish unity",NA,"19:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","18/04/1981",NA,"Belfast"
"72",1981-04-17,"Fri","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Derry","Irish unity",NA,"19:00",2000,0,0,0,"Y",301,0,0,102701,"Reuters","18/04/1981",NA,"Derry"
"73",1981-04-17,"Fri","riot","Sinn Fein","government","police","throw fire bombs at police; clash all night","UK/Northern Ireland","Derry","Irish unity",NA,"20:30-5:00",60,3,0,1,"Y",301,0,0,102701,"Reuters","18/04/1981",NA,"Derry"
"74",1981-04-17,"Fri","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Belfast","Irish unity",NA,"19:00",301,0,0,0,"Y",301,0,0,102701,"Reuters","18/04/1981",NA,"Belfast"
"75",1981-04-19,"Sun","demonstration","Sinn Fein","government","police","march to commemorate Dublin rising","UK/Northern Ireland","Derry","Irish unity","04/04/1916",NA,3001,0,0,0,"N",301,0,0,102701,"Reuters","19/04/1981",NA,"Derry"
"76",1981-04-19,"Sun","riot","Sinn Fein","government","police","2 youths killed by landrover in clashes with police","UK/Northern Ireland","Derry","Irish unity",NA,NA,60,8,8,2,"Y",301,0,0,102701,"Reuters","19/04/1981",NA,"Derry"
"77",1981-04-19,"Sun","attack","Sinn Fein","government","police","youths stone police station; arrested","UK/Northern Ireland","Belfast","Irish unity",NA,NA,31,8,0,0,"Y",301,0,0,102701,"Reuters","19/04/1981",NA,"Belfast"
"78",1981-04-19,"Sun","rally","Sinn Fein","government","police","3 masked men shoot over graves; Republican rally","UK/Northern Ireland","Belfast","Irish unity",NA,NA,1001,0,0,0,"N",301,0,0,102701,"Reuters","19/04/1981",NA,"Belfast"
"79",1981-04-20,"Mon","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","21/04/1981",NA,"Derry"
"80",1981-04-20,"Mon","obstruction","Sinn Fein","government","police","after funeral of youth, set up barricade near his house","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","22/04/1981",NA,"Derry"
"81",1981-04-21,"Tue","demonstration","Sinn Fein","government","police","hurl acid bombs, rocks & bottles at police; 2 mail trucks set afire","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,3,0,102701,"Reuters","21/04/1981",NA,"Derry"
"82",1981-04-22,"Wed","demonstration","Sinn Fein","government","police","throw acid bombs & rocks at police; set fire to hijacked cars","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","22/04/1981",NA,"Derry"
"83",1981-04-23,"Thu","assassination","PIRA","government","UDR","part-time soldier shot dead","UK/Northern Ireland","Armaugh","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","23/04/1981",NA,"Armagh"
"84",1981-04-23,"Thu","arson","Sinn Fein","Protestants","cars","hijack 2 cars and set them on fire","UK/Northern Ireland","Belfast","Irish unity",NA,NA,8,0,0,0,"Y",0,0,0,102701,"Reuters","23/04/1981",NA,"Belfast"
"85",1981-04-23,"Thu","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","24/04/1981",NA,"Derry"
"86",1981-04-27,"Mon","bomb-wd","PIRA","government","police","1 policeman killed, 3 injured by truck bomb","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",4,3,1,102701,"Reuters","27/04/1981",NA,"Belfast"
"87",1981-04-27,"Mon","raid","PIRA","government","police","police find PIRA arsenal; arrest 2","UK/Northern Ireland","Armaugh","illegal weapons",NA,NA,2,2,0,0,"N",101,0,0,102701,"Reuters","27/04/1981",NA,"Armagh"
"88",1981-04-27,"Mon","arrest","PIRA","government","police","arrest PIRA suspects to prevent violence if Sands dies","UK/Northern Ireland","Northern Ireland","preemptive arrest",NA,NA,15,15,0,0,"N",301,0,0,102701,"Reuters","28/04/1981",NA,"Other"
"89",1981-04-28,"Tue","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Belfast","Irish unity",NA,"20:30",301,0,0,0,"Y",301,0,0,102701,"Reuters","29/04/1981",NA,"Belfast"
"90",1981-05-02,"Sat","hijack","Iranians","government","Aer Lingus","hijacked plane forced to land in France","Ireland","Dublin","anti-UK",NA,NA,3,0,0,0,"N",0,0,0,3001,"Reuters","02/05/1981",NA,"TBD"
"91",1981-05-02,"Sat","demonstration","Sinn Fein","government","police","throw acid bombs at police","UK/Northern Ireland","Belfast","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","02/05/1981",NA,"Belfast"
"92",1981-05-02,"Sat","demonstration","Sinn Fein","government","police","throw acid bombs at police","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","02/05/1981",NA,"Derry"
"93",1981-05-04,"Mon","demonstration","Sinn Fein","government","police","youths stone police","UK/Northern Ireland","Belfast","Sands's death",NA,NA,101,0,0,0,"Y",301,0,0,102701,"Reuters","04/05/1981",NA,"Belfast"
"94",1981-05-04,"Mon","attack","Sinn Fein","government","police","fire bomb thrown at police van","UK/Northern Ireland","Belfast","Sands's death",NA,NA,3,0,0,0,"Y",301,0,0,102701,"Reuters","04/05/1981",NA,"Belfast"
"95",1981-05-05,"Tue","attack","Sinn Fein","government","police","6 shots fired at police van; 1 injured","UK/Northern Ireland","Belfast","Sands's death",NA,NA,2,0,0,0,"Y",6,1,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"96",1981-05-05,"Tue","attack","Sinn Fein","government","police","attack a police station","UK/Northern Ireland","Belfast","Sands's death",NA,NA,31,0,0,0,"Y",31,0,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"97",1981-05-05,"Tue","obstruction","Sinn Fein","government","police","hijack cars & trucks, build barricades","UK/Northern Ireland","Belfast","Sands's death",NA,NA,301,20,0,0,"Y",301,0,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"98",1981-05-05,"Tue","demonstration","Sinn Fein","government","police","attack police with fire bombs & stones","UK/Northern Ireland","Belfast","Sands's death",NA,NA,301,20,0,0,"Y",301,0,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"99",1981-05-05,"Tue","attack","Sinn Fein","firm","milk truck","attack milk truck to get bottles for fire bombs","UK/Northern Ireland","Belfast","Sands's death",NA,NA,8,0,0,1,"Y",0,0,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"100",1981-05-05,"Tue","bomb-nd","PIRA","government","court","police intercept/disarm car bomb at court","UK/Northern Ireland","Belfast","Sands's death",NA,NA,3,0,0,0,"N",8,0,0,102701,"Reuters","05/05/1981",NA,"Belfast"
"101",1981-05-06,"Wed","demonstration","Sinn Fein","government","police","throw stones; policeman shot in head; policewoman & child injured","UK/Northern Ireland","Belfast","Sands's death",NA,NA,301,20,0,0,"Y",301,1,1,102701,"Reuters","06/05/1981",NA,"Belfast"
"102",1981-05-06,"Wed","demonstration","Sinn Fein","government","police","throw fire bombs; policeman shot in the chest","UK/Northern Ireland","Derry","Sands's death",NA,NA,301,0,0,0,"Y",301,0,1,102701,"Reuters","06/05/1981",NA,"Derry"
"103",1981-05-06,"Wed","assassination","PIRA","government","police","policeman shot in the head","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","09/05/1981",NA,"Belfast"
"104",1981-05-07,"Thu","fight","PIRA","government","UK troops","gunfight with PIRA fighters","UK/Northern Ireland","South Armaugh","Irish unity",NA,NA,4,2,0,0,"Y",101,0,0,102701,"Reuters","07/05/1981",NA,"Armagh"
"105",1981-05-08,"Fri","attack","PIRA","government","UK troops","mortar attack on UK army post","UK/Northern Ireland","Newtownhamilton","Irish unity",NA,NA,31,0,0,0,"Y",1001,2,0,102701,"Reuters","08/05/1981",NA,"Armagh"
"106",1981-05-08,"Fri","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Belfast","Sands's death",NA,"19:30",301,20,0,0,"Y",301,0,0,102701,"Reuters","08/05/1981",NA,"Belfast"
"107",1981-05-08,"Fri","obstruction","Sinn Fein","government","police","hijack 14 cars, form barricade, shoot at police","UK/Northern Ireland","Derry","Sands's death",NA,"13:30",301,0,0,0,"Y",301,0,0,102701,"Reuters","08/05/1981",NA,"Derry"
"108",1981-05-09,"Sat","bomb-nd","PIRA","government","police","pipe bomb thrown at police injures one","UK/Northern Ireland","Derry","Sands's death",NA,NA,2,0,0,0,"Y",8,1,0,102701,"Reuters","09/05/1981",NA,"Derry"
"109",1981-05-12,"Tue","demonstration","Sinn Fein","UK","embassy","police beat back protesters trying to get into embassy","Ireland","Dublin","Hughes's death",NA,NA,301,0,0,0,"Y",301,0,0,7424,"Reuters","12/05/1981",NA,"TBD"
"110",1981-05-12,"Tue","riot","Sinn Fein","government","police","exchange of fire with police on Hughes's death","UK/Northern Ireland","Belfast","Hughes's death",NA,NA,301,0,15,1,"Y",301,0,0,102701,"Reuters","12/05/1981",NA,"Belfast"
"111",1981-05-12,"Tue","demonstration","Sinn Fein","government","police","clash with police over hunger strikers","UK/Northern Ireland","Derry","Hughes's death",NA,"19:30-23:00",301,0,5,0,"Y",301,0,0,102701,"Reuters","12/05/1981",NA,"Derry"
"112",1981-05-12,"Tue","obstruction","Sinn Fein","government","police","hijack cars, create barricades & then set them on fire","UK/Northern Ireland","Belfast","Hughes's death",NA,NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","12/05/1981",NA,"Belfast"
"113",1981-05-13,"Wed","arson","PIRA","UK","stores","burn British stores","Ireland","Ireland","Hughes's death",NA,NA,8,0,0,0,"Y",0,0,0,7424,"Reuters","18/05/1981",NA,"TBD"
"114",1981-05-13,"Wed","preclude","Sinn Fein","government","police","police preclude funeral through streets for Hughes","UK/Northern Ireland","Belfast","Hughes's death",NA,NA,0,0,0,0,"N",0,0,0,102701,"Reuters","13/05/1981",NA,"Belfast"
"115",1981-05-13,"Wed","bomb-nd","PIRA","government","school","6 bombs thrown at Protestant school","UK/Northern Ireland","Derry","Hughes's death",NA,NA,2,0,0,0,"Y",0,0,0,102701,"Reuters","13/05/1981",NA,"Derry"
"116",1981-05-13,"Wed","arson","PIRA","government","school","Protestant school burned","UK/Northern Ireland","Derry","Hughes's death",NA,NA,2,0,0,0,"Y",0,0,0,102701,"Reuters","13/05/1981",NA,"Derry"
