Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
12/01/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
13/01/1990;Sat;demonstration;ecologists;firm;Merrell Dow;against drug construction of drug plant;Ireland;Killeagh;pollution;;;301;0;0;0;N;0;0;0;30001;Chemical Business Base News;23/01/1990;
13/01/1990;Sat;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
13/01/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
14/01/1990;Sun;demonstration;ecologists;firm;Merrell Dow;against drug construction of drug plant;Ireland;Killeagh;pollution;;;301;0;0;0;N;0;0;0;30001;Chemical Business Base News;23/01/1990;
15/01/1990;Mon;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
15/01/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
16/01/1990;Tue;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
16/01/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
17/01/1990;Wed;strike;workers;firm;Nacanco;strike for higher pay;Ireland;Waterford;wages;;;80;0;0;0;N;0;0;0;678827;Irish Times;18/01/1990;
17/01/1990;Wed;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
17/01/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
18/01/1990;Thu;strike;workers;firm;Nacanco;strike for higher pay;Ireland;Waterford;wages;;;80;0;0;0;N;0;0;0;678827;Irish Times;19/01/1990;
18/01/1990;Thu;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
18/01/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
19/01/1990;Fri;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Waterford;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Irish Independent;19/01/1990;
19/01/1990;Fri;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Dungarvan;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Irish Independent;19/01/1990;
19/01/1990;Fri;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
19/01/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
20/01/1990;Sat;demonstration;ecologists;firm;Merrell Dow;against drug construction of drug plant;Ireland;Killeagh;pollution;;;301;0;0;0;N;0;0;0;30001;Chemical Business Base News;23/01/1990;
20/01/1990;Sat;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
20/01/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
21/01/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
22/01/1990;Mon;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Waterford;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Reuters;24/01/1990;
22/01/1990;Mon;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Dungarvan;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Reuters;24/01/1990;
22/01/1990;Mon;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
22/01/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
23/01/1990;Tue;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Waterford;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Reuters;24/01/1990;
23/01/1990;Tue;strike;glass workers;firm;Waterford Glass;strike against refusal to share information to a university;Ireland;Dungarvan;information sharing;;2 hours;1001;0;0;0;N;0;0;0;678827;Reuters;24/01/1990;
23/01/1990;Tue;strike;bakers;firm;Scotts;strike against unfair firings;Ireland;Castlebar;firings;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
23/01/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
24/01/1990;Wed;accede;bakers;firm;Scotts;firm rehires workers;Ireland;Castlebar;accede;;;47;0;0;0;N;0;0;0;678827;Irish Times;25/01/1990;
24/01/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
25/01/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
26/01/1990;Fri;demonstration;coal deliverers;government;environment minister;against ban on coal sales in Dublin;Ireland;Dublin;coal ban;;;101;0;0;0;N;0;0;0;678827;Reuters;26/01/1990;
26/01/1990;Fri;symbolic;coal distributors;government;environment minister;drive trucks, honking, around block against coal ban;Ireland;Dublin;coal ban;;;31;0;0;0;N;0;0;0;30001;Irish Times;27/01/1990;
26/01/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
27/01/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
28/01/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
29/01/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
30/01/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
31/01/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
01/02/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
02/02/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
03/02/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
04/02/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
05/02/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
06/02/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
07/02/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
08/02/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
09/02/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
10/02/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
11/02/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
12/02/1990;Mon;occupation;meat workers;firm;Ballybay Meats;occupy plant in support of repurchase plan;Ireland;Monaghan;unemployment;;;10;0;0;0;N;0;0;0;678827;Irish Independent;13/02/1990;
12/02/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
13/02/1990;Tue;demonstration;farmers;EU;;march against EU farm policy;Ireland;Dublin;farm policy;;;500;0;0;0;N;0;0;0;153000;Irish Times;14/02/1990;
13/02/1990;Tue;occupation;meat workers;firm;Ballybay Meats;occupy plant in support of repurchase plan;Ireland;Monaghan;unemployment;;;10;0;0;0;N;0;0;0;678827;Irish Times;17/02/1990;
13/02/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
14/02/1990;Wed;occupation;meat workers;firm;Ballybay Meats;occupy plant in support of repurchase plan;Ireland;Monaghan;unemployment;;;10;0;0;0;N;0;0;0;678827;Irish Times;17/02/1990;
14/02/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
15/02/1990;Thu;trial;PIRA;government;court;on trial for terror in Europe on explosives charge;Ireland;Dublin;terror;;;2;2;0;0;N;0;0;0;7424;Reuters;15/02/1990;
15/02/1990;Thu;occupation;meat workers;firm;Ballybay Meats;occupy plant in support of repurchase plan;Ireland;Monaghan;unemployment;;;10;0;0;0;N;0;0;0;678827;Irish Times;17/02/1990;
15/02/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
16/02/1990;Fri;occupation;meat workers;firm;Ballybay Meats;occupy plant in support of repurchase plan;Ireland;Monaghan;unemployment;;;10;0;0;0;N;0;0;0;678827;Irish Times;17/02/1990;
16/02/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
17/02/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
18/02/1990;Sun;rally;civil rights activists;EU;;support sanctions on apartheid S. Africa regime;Ireland;Dublin;apartheid;;;2000;0;0;0;N;101;0;0;30001;Irish Times;19/02/1990;
19/02/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
20/02/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
21/02/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
22/02/1990;Thu;convict;PIRA;government;court;"convict on explosives charge; 5-year sentence";Ireland;Dublin;terror;;;1;1;0;0;N;0;0;0;9836;Independent;23/02/1990;
22/02/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
23/02/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
24/02/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
25/02/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
26/02/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
27/02/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
28/02/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
01/03/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
02/03/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
03/03/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
04/03/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
05/03/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
06/03/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
07/03/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
08/03/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
09/03/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
10/03/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
11/03/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
12/03/1990;Mon;slowdown;teachers;government;;refuse any work but teaching on rights of selecting managers;Ireland;Ireland;teacher rights;;;30001;0;0;0;N;0;0;0;678827;Irish Independent;12/03/1990;
12/03/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
13/03/1990;Tue;release;PIRA;government;court;release 2 who escape from the Maze in Belfast;Ireland;Dublin;terror;;;2;0;0;0;N;0;0;0;9836;Guardian;15/03/1990;
13/03/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
14/03/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
15/03/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
16/03/1990;Fri;extort;PIRA;firm;Bank of Ireland;demand $3 million (2 million punt) from bank;Ireland;Dublin;terror;;;8;0;0;0;N;0;0;0;9836;Reuters;16/03/1990;
16/03/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
17/03/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
18/03/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
19/03/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
20/03/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
21/03/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
22/03/1990;Thu;robbery;PIRA;government;train;rob train as it leaves Dublin;Ireland;Gormanstown;Irish unity;;;15;0;0;0;Y;0;0;0;9836;Reuters;23/03/1990;
22/03/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
23/03/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
24/03/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
25/03/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
26/03/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
27/03/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
28/03/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
29/03/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
30/03/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
31/03/1990;Sat;rally;Sinn Fein;UK;;demand freedom for 1974 Birmingham 6;Ireland;Dublin;justice;;;301;0;0;0;N;0;0;0;9836;Independent;01/04/1990;
31/03/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
01/04/1990;Sun;hostage-nd;PIRA;government;parliament;take MP hostage, hijack car;Ireland;Limerick;Irish unity;;;3;0;0;0;N;1;0;0;9836;Reuters;01/04/1990;
02/04/1990;Mon;hostage-nd;PIRA;government;parliament;hold MP hostage;Ireland;Croagh;Irish unity;;;3;0;0;0;N;1;0;0;9836;Guardian;02/04/1990;
02/04/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
03/04/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
04/04/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
05/04/1990;Thu;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Financial Times;05/04/1990;
05/04/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
06/04/1990;Fri;release;PIRA;government;court;supreme court frees PIRA UK wants for trial;Ireland;Dublin;terror;;;1;0;0;0;N;0;0;0;9836;Reuters;06/04/1990;
06/04/1990;Fri;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Daily Telegraph;07/04/1990;
06/04/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
07/04/1990;Sat;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Reuters;12/04/1990;
07/04/1990;Sat;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
08/04/1990;Sun;;;;;;;;;;;;;;;;;;;;;;no event
09/04/1990;Mon;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Reuters;12/04/1990;
09/04/1990;Mon;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
10/04/1990;Tue;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Reuters;12/04/1990;
10/04/1990;Tue;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
11/04/1990;Wed;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Reuters;12/04/1990;
11/04/1990;Wed;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
12/04/1990;Thu;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Reuters;12/04/1990;
12/04/1990;Thu;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
13/04/1990;Fri;strike;glass workers;firm;Waterford Glass;strike for higher pay;Ireland;Waterford;wages;;;2300;0;0;0;N;0;0;0;678827;Irish Independent;17/04/1990;
13/04/1990;Fri;strike;radiator workers;firm;Barlo Group;strike for higher pay;Ireland;Clonmel;wages;;;156;0;0;0;N;0;0;0;678827;Irish Times;26/05/1990;
