Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
03/02/1987;Tue;demonstration;INLA;government;police;funeral for wife of INLA leader shot in Ireland;UK/Northern Ireland;Bellaghy;Irish unity;;;500;0;0;0;Y;200;0;0;102701;Reuters;03/02/1987;
04/02/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
05/02/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
06/02/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
07/02/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
08/02/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
09/02/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
10/02/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
11/02/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
12/02/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
13/02/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
14/02/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
15/02/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
16/02/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
17/02/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
18/02/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
19/02/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
20/02/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
21/02/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
22/02/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
23/02/1987;Mon;robbery;UVF;government;police;steal 170 rifles & pistols;UK/Northern Ireland;Belfast;British unity;;;8;8;0;0;N;31;0;0;350000;Reuters;23/02/1987;
24/02/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
25/02/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
26/02/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
27/02/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
28/02/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
01/03/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
02/03/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
03/03/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
04/03/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
05/03/1987;Thu;riot;prisoners;government;prison;riot against no privacy & combination of PIRA & UFF;UK/Northern Ireland;Derry;prison conditions;;45 minutes;301;0;0;0;Y;301;0;0;3001;Reuters;06/03/1987;
06/03/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
07/03/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
08/03/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
09/03/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
10/03/1987;Tue;bomb-wd;PIRA;government;police;policeman killed by store bomb;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;1;0;1;102701;Reuters;13/03/1987;
11/03/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
12/03/1987;Thu;assassination;PIRA;government;UDR;shoot dead alleged UDR man in farm house;UK/Northern Ireland;County Down;Irish unity;;;2;0;0;0;Y;1;0;1;102701;Reuters;13/03/1987;
13/03/1987;Fri;bomb-nd;PIRA;government;police;bomb a police funeral;UK/Northern Ireland;Belfast;Irish unity;10/03/1987;;3;0;0;0;Y;101;3;0;102701;Reuters;13/03/1987;
13/03/1987;Fri;bomb-nd;PIRA;government;police;bomb explodes in market, injuring 2 police;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;8;2;0;102701;Reuters;13/03/1987;
13/03/1987;Fri;bomb-nd;PIRA;government;police;"bomb explodes in restaurant; no injuries";UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;0;0;0;102701;Reuters;13/03/1987;
14/03/1987;Sat;assassination;INLA;INLA;;murder top INLA assassin;UK/Northern Ireland;Newry;factional struggle;;;2;0;0;0;Y;0;0;0;102701;Reuters;14/03/1987;
15/03/1987;Sun;assassination;INLA;INLA;;2 shot dead in a car in Belfast;UK/Northern Ireland;Belfast;factional struggle;;;2;0;0;0;Y;0;0;0;102701;Reuters;15/03/1987;
16/03/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
17/03/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
18/03/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
19/03/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
20/03/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
21/03/1987;Sat;assassination;INLA;INLA;;hooded gunmen shoots dead a man in a bar;UK/Northern Ireland;Belfast;factional struggle;;;1;0;0;0;Y;0;0;0;102701;Reuters;21/03/1987;
22/03/1987;Sun;assassination;PIRA;PIRA;;shoot dead a top PIRA leader in an alley;UK/Northern Ireland;Belfast;factional struggle;;;2;0;0;0;Y;0;0;0;102701;Reuters;22/03/1987;
23/03/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
24/03/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
25/03/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
26/03/1987;Thu;preclude;Catholic Church;PIRA;;bishop bans PIRA, INLA funerals in Catholic cemeteries;UK/Northern Ireland;Derry;anti-terror;;;1;0;0;0;N;0;0;0;300000;Reuters;27/03/1987;
27/03/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
28/03/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
29/03/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
30/03/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
31/03/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
01/04/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
02/04/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
03/04/1987;Fri;assassination;PIRA;government;UDR;3 masked men shoot dead UDR soldier;UK/Northern Ireland;Rosslea;Irish unity;;;3;0;0;0;Y;1;0;1;102701;Reuters;03/04/1987;
03/04/1987;Fri;assassination;UVF;PIRA;;PIRA fighter shot dead in front of family;UK/Northern Ireland;Belfast;British unity;;;2;0;0;0;Y;0;0;0;350000;Reuters;03/04/1987;
04/04/1987;Sat;attack;PIRA;government;police;attack police station, kill 1, injure another;UK/Northern Ireland;Ballynahinch;Irish unity;;;3;0;0;0;Y;2;1;1;102701;Reuters;04/04/1987;
04/04/1987;Sat;hunger strike;prisoners;government;prison;against integration & prison conditions;UK/Northern Ireland;Derry;prison conditions;;;119;0;0;0;N;0;0;0;3001;Reuters;05/04/1987;
05/04/1987;Sun;hunger strike;prisoners;government;prison;against integration & prison conditions;UK/Northern Ireland;Derry;prison conditions;;;119;0;0;0;N;0;0;0;3001;Reuters;05/04/1987;
05/04/1987;Sun;hostage-nd;Loyalist prisoners;government;prison;take hostage, demand segregation from PIRA;UK/Northern Ireland;Derry;prison conditions;;;29;0;0;0;Y;301;0;0;3001;Reuters;05/04/1987;
06/04/1987;Mon;hunger strike;prisoners;government;prison;against integration & prison conditions;UK/Northern Ireland;Derry;prison conditions;;;119;0;0;0;N;0;0;0;3001;Financial Times;06/04/1987;
06/04/1987;Mon;strike;customs officers;government;;strike for higher pay;UK/Northern Ireland;Northern Ireland;wages;;;301;0;0;0;N;0;0;0;550700;Financial Times;06/04/1987;
06/04/1987;Mon;hostage-nd;Loyalist prisoners;government;prison;hold hostage, demand segregation from PIRA;UK/Northern Ireland;Derry;prison conditions;;;29;0;0;0;Y;301;0;0;3001;Reuters;06/04/1987;
07/04/1987;Tue;bomb-wd;PIRA;government;police;2 police killed by car bomb;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;2;0;2;102701;Reuters;07/04/1987;
07/04/1987;Tue;bomb-nd;PIRA;government;;destroy hijacked bus with a bomb;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;0;0;0;102701;Reuters;07/04/1987;
07/04/1987;Tue;bomb-nd;PIRA;government;;bomb explodes in industrial area;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;0;0;0;102701;Reuters;07/04/1987;
07/04/1987;Tue;hostage-nd;Loyalist prisoners;government;prison;hold 2 hostages, demand segregation from PIRA;UK/Northern Ireland;Derry;prison conditions;;;29;0;0;0;Y;301;0;0;3001;Reuters;07/04/1987;
07/04/1987;Tue;preclude;PIRA;government;police;police forbid traditional IRA funeral;UK/Northern Ireland;Belfast;terror;03/04/1987;;301;8;2;0;N;301;1;0;102701;Reuters;07/04/1987;
07/04/1987;Tue;strike;customs officers;government;;strike for higher pay;UK/Northern Ireland;Northern Ireland;wages;;;301;0;0;0;N;0;0;0;550700;Financial Times;08/04/1987;
08/04/1987;Wed;strike;customs officers;government;;strike for higher pay;UK/Northern Ireland;Northern Ireland;wages;;;301;0;0;0;N;0;0;0;550700;Reuters;08/04/1987;
08/04/1987;Wed;assassination;PIRA;government;UK troops;soldier shot & wounded;UK/Northern Ireland;Belfast;Irish unity;;;2;0;0;0;Y;1;1;0;102701;Reuters;08/04/1987;
08/04/1987;Wed;riot;prisoners;government;prison;"riot erupts in dining room; tables used as weapons";UK/Northern Ireland;Derry;prison conditions;;;70;0;0;0;Y;301;0;0;3001;Reuters;08/04/1987;
08/04/1987;Wed;rally;Sinn Fein;government;police;funeral for Larry Marley finally held;UK/Northern Ireland;Belfast;Irish unity;03/04/1987;;2000;0;0;0;Y;500;1;0;102701;Reuters;08/04/1987;
09/04/1987;Thu;strike;customs officers;government;;strike for higher pay;UK/Northern Ireland;Northern Ireland;wages;;;301;0;0;0;N;0;0;0;550700;Financial Times;09/04/1987;
09/04/1987;Thu;riot;Sinn Fein;government;police;rioters clash with police through the night;UK/Northern Ireland;Belfast;Irish unity;;;301;0;0;0;Y;301;0;0;102701;Reuters;09/04/1987;
09/04/1987;Thu;obstruction;Sinn Fein;government;police;hijack cars, buses & block main streets;UK/Northern Ireland;Belfast;Irish unity;;;301;0;0;0;Y;301;0;0;102701;Reuters;09/04/1987;
10/04/1987;Fri;riot;Sinn Fein;government;police;rioters clash with police through the night;UK/Northern Ireland;Belfast;Irish unity;;;301;0;0;0;Y;500;0;0;102701;Reuters;10/04/1987;
10/04/1987;Fri;riot;Sinn Fein;government;police;rioters clash with police through the night;UK/Northern Ireland;Andersonstown;Irish unity;;;301;0;0;0;Y;500;0;0;102701;Reuters;10/04/1987;
10/04/1987;Fri;strike;TV workers;government;UTV;strike against sacking of colleague;UK/Northern Ireland;Belfast;worker rights;;;101;0;0;0;N;0;0;0;550700;Belfast Telegraph;14/04/1987;
11/04/1987;Sat;demonstration;Loyalists;government;police;march against protest restrictions;UK/Northern Ireland;Belfast;British unity;;;101;0;0;0;N;0;0;0;350000;Reuters;11/04/1987;
11/04/1987;Sat;attack;UVF;government;police;shoot at police department;UK/Northern Ireland;Belfast;British unity;;;3;0;0;0;Y;8;0;0;350000;Reuters;11/04/1987;
11/04/1987;Sat;assassination;PIRA;government;police;2 police shot dead on foot patrol;UK/Northern Ireland;Portrush;Irish unity;;11:59;2;0;0;0;Y;2;0;2;102701;Reuters;11/04/1987;
11/04/1987;Sat;strike;TV workers;government;UTV;strike against sacking of colleague;UK/Northern Ireland;Belfast;worker rights;;;101;0;0;0;N;0;0;0;550700;Belfast Telegraph;14/04/1987;
12/04/1987;Sun;assassination;PIRA;Republican;;shoot dead alleged informer;UK/Northern Ireland;Newry;Irish unity;;;2;0;0;0;Y;0;0;0;102701;Xinhau;13/04/1987;
12/04/1987;Sun;strike;TV workers;government;UTV;strike against sacking of colleague;UK/Northern Ireland;Belfast;worker rights;;;101;0;0;0;N;0;0;0;550700;Belfast Telegraph;14/04/1987;
13/04/1987;Mon;strike;civil servants;government;;strike for higher pay;UK/Northern Ireland;Northern Ireland;wages;;;1001;0;0;0;N;0;0;0;550700;Financial Times;14/04/1987;
13/04/1987;Mon;strike;TV workers;government;UTV;strike against sacking of colleague;UK/Northern Ireland;Belfast;worker rights;;;101;0;0;0;N;0;0;0;550700;Belfast Telegraph;14/04/1987;
14/04/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
15/04/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
16/04/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
17/04/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
18/04/1987;Sat;murder;PIRA;Loyalists;;beat to death 24-year old Protestant;UK/Northern Ireland;Carnlough;Irish unity;;;2;0;0;0;Y;0;0;0;102701;Reuters;19/04/1987;
19/04/1987;Sun;demonstration;Sinn Fein;UK;;mark the Dublin 1916 Easter rising;UK/Northern Ireland;Belfast;Irish unity;24/04/1916;;1001;0;0;0;N;301;0;0;102701;Reuters;19/04/1987;
19/04/1987;Sun;demonstration;Sinn Fein;UK;;mark the Dublin 1916 Easter rising;UK/Northern Ireland;Derry;Irish unity;24/04/1916;;1001;0;0;0;N;101;0;0;102701;Reuters;19/04/1987;
19/04/1987;Sun;demonstration;Sinn Fein;UK;;mark the Dublin 1916 Easter rising;UK/Northern Ireland;Crossmaglen;Irish unity;24/04/1916;;301;0;0;0;N;101;0;0;102701;Reuters;19/04/1987;
20/04/1987;Mon;demonstration;Loyalists;UK;;march to affirm ties to UK;UK/Northern Ireland;Portadown;British unity;;;1001;0;0;0;N;301;0;0;350000;Reuters;20/04/1987;
20/04/1987;Mon;demonstration;Loyalists;UK;;march to affirm ties to UK;UK/Northern Ireland;Carrickfergus;British unity;;;101;0;0;0;N;301;0;0;350000;Reuters;20/04/1987;
20/04/1987;Mon;raid;PIRA;government;police;police raid bomb hideout & find explosives;UK/Northern Ireland;Dungannon;Irish unity;;;0;3;0;0;N;101;0;0;102701;Reuters;20/04/1987;
20/04/1987;Mon;rally;Sinn Fein;government;;lay wreaths at cemetery & conduct ceremony;UK/Northern Ireland;Armagh City;Irish unity;;;500;0;0;0;N;0;0;0;102701;Reuters;20/04/1987;
20/04/1987;Mon;bomb-nd;PIRA;government;UK troops;detonate ball-bearing bomb near school;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;101;0;0;102701;Reuters;20/04/1987;
20/04/1987;Mon;assassination;PIRA;government;police;policeman shot dead;UK/Northern Ireland;Newcastle;Irish unity;;22:00;2;0;0;0;Y;1;0;1;102701;Reuters;21/04/1987;
21/04/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
22/04/1987;Wed;demonstration;DUP;UK;;Paisely & Robinson arrested for invading accord meeting;UK/Northern Ireland;Belfast;Anglo-Irish accord;;;2;2;0;0;N;301;0;0;350000;Reuters;22/04/1987;
23/04/1987;Thu;assassination;PIRA;government;police;policeman shot dead;UK/Northern Ireland;Derry;Irish unity;;19:00;2;0;0;0;Y;1;0;1;102701;Xinhau;24/04/1987;
24/04/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
25/04/1987;Sat;bomb-wd;PIRA;government;court;car bomb kills chief judge & wife;UK/Northern Ireland;Forkill;Irish unity;;;3;0;0;0;Y;1;0;1;102701;Xinhau;25/04/1987;
25/04/1987;Sat;assassination;PIRA;government;UDR;shoot dead UDR private in his home;UK/Northern Ireland;Pomeroy;Irish unity;;20:00;2;0;0;0;Y;1;0;1;102701;Financial Times;27/04/1987;
26/04/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
27/04/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
28/04/1987;Tue;assassination;PIRA;Loyalists;;shoot dead leader of Progressive Unionist party;UK/Northern Ireland;Belfast;Irish unity;;;4;0;0;0;Y;0;0;0;102701;Xinhau;28/04/1987;
28/04/1987;Tue;bomb-nd;PIRA;government;police;bomb newly constructed police station;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;0;0;0;102701;Xinhau;28/04/1987;
29/04/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
30/04/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
01/05/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
02/05/1987;Sat;bomb-wd;PIRA;government;;bomb-maker killed by own bomb;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;1;Y;8;0;0;102701;Reuters;06/05/1987;
03/05/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
04/05/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
05/05/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
06/05/1987;Wed;demonstration;Sinn Fein;government;police;"police restrict PIRA funeral; leads to clashes";UK/Northern Ireland;Belfast;Irish unity;02/05/1987;;301;0;0;0;Y;301;0;0;102701;Reuters;06/05/1987;
07/05/1987;Thu;riot;Sinn Fein;government;police;clashes with police after funeral, into night;UK/Northern Ireland;Belfast;Irish unity;;5 hours;301;8;15;0;Y;301;1;0;102701;Reuters;07/05/1987;
07/05/1987;Thu;bomb-nd;Sinn Fein;government;police;throw fire bombs into police station;UK/Northern Ireland;Belfast;Irish unity;;;50;3;0;0;Y;101;0;0;102701;Reuters;07/05/1987;
07/05/1987;Thu;deployment;PIRA;government;UDR;UDR made full-time in response to more terror;UK/Northern Ireland;Northern Ireland;terror;;;0;0;0;0;N;500;0;0;102701;Financial Times;07/05/1987;
08/05/1987;Fri;attack;PIRA;government;police;"SAS deployed as PIRA tries to bomb police station; civilian killed in crossfire";UK/Northern Ireland;Loughgall;Irish unity;;19:15;8;0;0;8;Y;101;0;0;102701;Reuters;08/05/1987;
08/05/1987;Fri;assassination;UVF;Catholic;;masked gunmen shot dead Catholic at his home;UK/Northern Ireland;Belfast;British unity;;;3;0;0;0;Y;0;0;0;102701;Reuters;08/05/1987;
08/05/1987;Fri;riot;Sinn Fein;government;police;"30 cars hijacked & set afire; clash with police";UK/Northern Ireland;Belfast;Irish unity;;;101;0;3;0;Y;101;0;0;102701;Reuters;08/05/1987;
09/05/1987;Sat;raid;PIRA;government;police;police find PIRA weapons & bombs;UK/Northern Ireland;Belfast;Irish unity;;;0;0;0;0;N;31;0;0;102701;Reuters;10/05/1987;
09/05/1987;Sat;riot;Sinn Fein;government;police;"200 fire bombs against police; police shoot plastic bullets";UK/Northern Ireland;Belfast;Irish unity;;;301;0;2;0;Y;301;0;0;102701;Reuters;10/05/1987;
10/05/1987;Sun;bomb-nd;PIRA;government;court;grenade thrown into judge's house;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;1;0;0;102701;Reuters;10/05/1987;
11/05/1987;Mon;rally;Sinn Fein;government;police;first funeral of 8 killed in ambush;UK/Northern Ireland;Dungannon;Irish unity;08/05/1987;;1000;0;0;0;N;101;0;0;102701;Reuters;11/05/1987;
11/05/1987;Mon;march;Sinn Fein;government;police;commemorate 8 killed in Loughgall;UK/Northern Ireland;Strabane;Irish unity;08/05/1987;;350;0;0;0;N;301;0;0;102701;Financial Times;12/05/1987;
11/05/1987;Mon;rally;Sinn Fein;government;police;second funeral of Loughgall 8 PIRA killed;UK/Northern Ireland;Derry;Irish unity;08/05/1987;;1000;0;0;0;N;301;0;0;102701;Financial Times;12/05/1987;
11/05/1987;Mon;riot;Sinn Fein;government;police;clash with police over 8 killed in Loughgall;UK/Northern Ireland;Derry;Irish unity;08/05/1987;;101;0;0;0;Y;101;0;0;102701;Financial Times;12/05/1987;
11/05/1987;Mon;riot;Sinn Fein;government;police;clash with police over 8 killed in Loughgall;UK/Northern Ireland;Strabane;Irish unity;08/05/1987;;50;0;0;0;Y;101;0;0;102701;Financial Times;12/05/1987;
12/05/1987;Tue;rally;Sinn Fein;government;police;joint funerals of PIRA killed in Loughgall;UK/Northern Ireland;Galbally;Irish unity;08/05/1987;;1000;0;0;0;Y;301;1;0;102701;Reuters;12/05/1987;
12/05/1987;Tue;rally;Sinn Fein;government;police;funeral of Loughgall PIRA;UK/Northern Ireland;Benburb;Irish unity;;;1000;0;0;0;Y;301;1;0;102701;Reuters;12/05/1987;
13/05/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
14/05/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
15/05/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
16/05/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
17/05/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
18/05/1987;Mon;demonstration;shipyard workers;firm;Harland & Wolff;march against closure of the firm;UK/Northern Ireland;Belfast;unemployment;;;301;0;0;0;N;0;0;0;550700;Belfast Telegraph;19/05/1987;
19/05/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
20/05/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
21/05/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
22/05/1987;Fri;assassination;UFF;Sinn Fein;;gunmen shoot Sinn Fein official;UK/Northern Ireland;Belfast;British unity;;;2;0;0;0;Y;0;0;0;350000;Xinhau;22/05/1987;
23/05/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
24/05/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
25/05/1987;Mon;strike;bank workers;firm;Trustee Savings Bank;strike against appointment of outside dealer;UK/Northern Ireland;Belfast;outside dealer;;4 hours;150;0;0;0;N;0;0;0;550700;Belfast Telegraph;25/05/1987;
26/05/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
27/05/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
28/05/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
29/05/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
30/05/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
31/05/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
01/06/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
02/06/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
03/06/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
04/06/1987;Thu;assassination;PIRA;government;UK troops;British soldier shot dead on a Land rover;UK/Northern Ireland;Belfast;Irish unity;;;2;0;0;0;Y;1;0;1;102701;Reuters;04/06/1987;
05/06/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
06/06/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
07/06/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
08/06/1987;Mon;;;;;;;;;;;;;;;;;;;;;;no event
09/06/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
10/06/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
11/06/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
12/06/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
13/06/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
14/06/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
15/06/1987;Mon;bomb-wd;PIRA;government;UDR;car bomb kills soldier;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;1;0;1;83389;Xinhau;15/06/1987;
16/06/1987;Tue;;;;;;;;;;;;;;;;;;;;;;no event
17/06/1987;Wed;;;;;;;;;;;;;;;;;;;;;;no event
18/06/1987;Thu;;;;;;;;;;;;;;;;;;;;;;no event
19/06/1987;Fri;;;;;;;;;;;;;;;;;;;;;;no event
20/06/1987;Sat;;;;;;;;;;;;;;;;;;;;;;no event
21/06/1987;Sun;;;;;;;;;;;;;;;;;;;;;;no event
