Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
08/04/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
09/04/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
10/04/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
11/04/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
12/04/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
13/04/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
14/04/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
15/04/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
16/04/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
17/04/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
18/04/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
19/04/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
20/04/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
21/04/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
22/04/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
23/04/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
24/04/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
25/04/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
26/04/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
27/04/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
28/04/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
29/04/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
30/04/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
01/05/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
02/05/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
03/05/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
04/05/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
05/05/1980;Mon;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Economist;10/05/1980;
06/05/1980;Tue;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Economist;10/05/1980;
07/05/1980;Wed;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Economist;10/05/1980;
08/05/1980;Thu;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Economist;10/05/1980;
09/05/1980;Fri;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Economist;10/05/1980;
10/05/1980;Sat;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
11/05/1980;Sun;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
12/05/1980;Mon;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
13/05/1980;Tue;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
14/05/1980;Wed;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
15/05/1980;Thu;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
16/05/1980;Fri;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
17/05/1980;Sat;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
18/05/1980;Sun;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
19/05/1980;Mon;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
20/05/1980;Tue;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
21/05/1980;Wed;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
22/05/1980;Thu;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
23/05/1980;Fri;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
24/05/1980;Sat;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
25/05/1980;Sun;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
26/05/1980;Mon;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
27/05/1980;Tue;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
28/05/1980;Wed;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
29/05/1980;Thu;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
30/05/1980;Fri;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
31/05/1980;Sat;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
01/06/1980;Sun;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
02/06/1980;Mon;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
02/06/1980;Mon;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
03/06/1980;Tue;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
03/06/1980;Tue;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
04/06/1980;Wed;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
04/06/1980;Wed;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
05/06/1980;Thu;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
05/06/1980;Thu;strike;pipefitters;firm;Alcan;strike for higher pay at construction site;Ireland;Aughinish Island;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
06/06/1980;Fri;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
07/06/1980;Sat;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
08/06/1980;Sun;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
09/06/1980;Mon;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
10/06/1980;Tue;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
11/06/1980;Wed;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
12/06/1980;Thu;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
13/06/1980;Fri;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
14/06/1980;Sat;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
15/06/1980;Sun;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
16/06/1980;Mon;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
17/06/1980;Tue;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
18/06/1980;Wed;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
19/06/1980;Thu;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
20/06/1980;Fri;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
21/06/1980;Sat;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
22/06/1980;Sun;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
23/06/1980;Mon;strike;maintenance workers;firm;Aer Lingus;strike for higher pay;Ireland;Shannon;wages;;;301;0;0;0;N;0;0;0;678827;Forbes;04/08/1980;
24/06/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
25/06/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
26/06/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
27/06/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
28/06/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
29/06/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
30/06/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
01/07/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
02/07/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
03/07/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
04/07/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
05/07/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
06/07/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
07/07/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
08/07/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
09/07/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
10/07/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
11/07/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
12/07/1980;Sat;strike;transport workers;government;;maintenance workers want free rail travel in UK;Ireland;Dublin;free UK travel;;;800;0;0;0;N;0;0;0;678827;Reuters;12/07/1980;
13/07/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
14/07/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
15/07/1980;Tue;robbery;PIRA;firm;banks;gunmen rob banks;Ireland;Roscommon;Irish unity;;;4;0;0;0;N;0;0;0;7424;Reuters;14/10/1980;
16/07/1980;Wed;assassination;PIRA;government;police;shoot dead two policemen;Ireland;Roscommon;Irish unity;;;4;0;0;0;Y;2;0;2;7424;Reuters;14/10/1980;
17/07/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
18/07/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
19/07/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
20/07/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
21/07/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
22/07/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
23/07/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
24/07/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
25/07/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
26/07/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
27/07/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
28/07/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
29/07/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
30/07/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
31/07/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
01/08/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
02/08/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
03/08/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
04/08/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
05/08/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
06/08/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
07/08/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
08/08/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
09/08/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
10/08/1980;Sun;demonstration;Dutch Ireland Committee;UK;embassy;protest UK troops occupying Northern Ireland;Ireland;Dublin;anti-UK;;;10;0;0;0;N;0;0;0;3001;Reuters;10/08/1980;
11/08/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
12/08/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
13/08/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
14/08/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
15/08/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
16/08/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
17/08/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
18/08/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
19/08/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
20/08/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
21/08/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
22/08/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
23/08/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
24/08/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
25/08/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
26/08/1980;Tue;;;;;;;;;;;;;;;;;;;;;;no event
27/08/1980;Wed;;;;;;;;;;;;;;;;;;;;;;no event
28/08/1980;Thu;;;;;;;;;;;;;;;;;;;;;;no event
29/08/1980;Fri;;;;;;;;;;;;;;;;;;;;;;no event
30/08/1980;Sat;;;;;;;;;;;;;;;;;;;;;;no event
31/08/1980;Sun;;;;;;;;;;;;;;;;;;;;;;no event
01/09/1980;Mon;;;;;;;;;;;;;;;;;;;;;;no event
02/09/1980;Tue;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
03/09/1980;Wed;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
04/09/1980;Thu;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
05/09/1980;Fri;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
06/09/1980;Sat;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
07/09/1980;Sun;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
08/09/1980;Mon;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
09/09/1980;Tue;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
10/09/1980;Wed;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
11/09/1980;Thu;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
12/09/1980;Fri;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
13/09/1980;Sat;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
14/09/1980;Sun;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
15/09/1980;Mon;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
16/09/1980;Tue;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
17/09/1980;Wed;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
18/09/1980;Thu;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
19/09/1980;Fri;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
20/09/1980;Sat;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
21/09/1980;Sun;strike;oil tanker drivers;firm;oil companies;strike for higher pay;Ireland;Ireland;wages;;;500;0;0;0;N;0;0;0;678827;Reuters;30/09/1980;
